Date,Open,High,Close,new_close,new_high,start_point,end_point
2024-02-17,52161.67578125,52191.9140625,51662.99609375,51839.1796875,52368.81640625,1000.0,1000.0
2024-02-24,50736.37109375,51684.1953125,51571.1015625,62504.7890625,63913.1328125,1000.0,1000.0
2024-03-02,62431.65234375,62458.69921875,62029.84765625,66106.8046875,67637.9296875,1000.0,1000.0
2024-03-09,68299.2578125,68673.0546875,68498.8828125,73083.5,73637.4765625,1000.0,1000.0
2024-03-16,69392.484375,70046.2734375,65315.1171875,67913.671875,68115.2578125,1000.0,1000.0
2024-03-23,63802.72265625,65976.3984375,64062.203125,69455.34375,71727.6875,1000.0,1000.0
2024-03-30,69893.4453125,70355.4921875,69645.3046875,65980.8125,66914.3203125,1000.0,1000.0
2024-04-06,67840.5703125,69629.6015625,68896.109375,70587.8828125,71093.4296875,1000.0,1000.0
2024-04-13,67188.375,67931.4296875,63821.47265625,61276.69140625,64486.36328125,1000.0,1000.0
2024-04-20,63851.1015625,65442.45703125,64994.44140625,64276.8984375,67075.3671875,1000.0,1000.0
2024-04-27,63750.98828125,63898.36328125,63419.140625,58254.01171875,60780.5,1000.0,1000.0
2024-05-04,62891.03125,64494.95703125,63891.47265625,61187.94140625,62986.0859375,1000.0,1000.0
2024-05-11,60793.35546875,61451.15234375,60793.7109375,66267.4921875,66454.453125,1000.0,1000.0
2024-05-18,67066.2109375,67387.328125,66940.8046875,69122.3359375,70623.6953125,1000.0,1000.0
2024-05-25,68526.921875,69579.3203125,69265.9453125,67578.09375,68852.4609375,1000.0,1000.0
2024-06-01,67489.609375,67839.765625,67706.9375,71082.8203125,71735.4140625,1000.0,1000.0
2024-06-08,69324.1796875,69533.3203125,69305.7734375,68241.1875,69977.890625,1000.0,1000.0
2024-06-15,66006.7421875,66402.1875,66191.0,64960.296875,65695.3515625,1000.0,1000.0
2024-06-22,64113.86328125,64475.46875,64252.578125,60811.27734375,62434.13671875,1000.0,1000.0
2024-06-29,60319.875,61097.62109375,60887.37890625,60173.921875,62187.703125,1000.0,1000.0
2024-07-06,56659.07421875,58472.546875,58303.5390625,57742.49609375,59359.43359375,1000.0,1000.0
2024-07-13,57908.73828125,59787.078125,59231.953125,64118.79296875,66066.734375,1000.0,1000.0
2024-07-20,66709.921875,67610.734375,67163.6484375,65372.1328125,67113.984375,1000.0,1000.0
2024-07-27,67911.8125,69398.5078125,67813.3359375,64619.25,66810.2109375,1000.0,1000.0
2024-08-03,61414.80859375,62148.37109375,60680.09375,55027.4609375,57726.8828125,1000.0,1000.0
2024-08-10,60881.23046875,61464.51171875,60945.8125,58737.26953125,61687.7578125,1000.0,1000.0
